0.0639,0.0379
0.0640,0.0450
0.0789,0.0629
0.0639,0.0469
0.0650,0.0339
0.0629,0.0349
0.0650,0.0360
0.0639,0.0360
0.0800,0.0559
0.0629,0.0390
0.0650,0.0420
0.0629,0.0420
0.0639,0.0439
0.0650,0.0469
0.0799,0.0490
0.0629,0.0319
0.0650,0.0349
0.0640,0.0390
0.0629,0.0369
0.0639,0.0399
0.0800,0.0570
0.0649,0.0439
0.0650,0.0390
0.0620,0.0299
0.0639,0.0309
0.0650,0.0339
0.0789,0.0490
0.0640,0.0360
0.0649,0.0369
0.0630,0.0390
0.0649,0.0419
0.0630,0.0430
0.0799,0.0610
0.0639,0.0460
0.0640,0.0320
0.0639,0.0329
0.0640,0.0360
0.0649,0.0389
0.0789,0.0559
0.0640,0.0410
0.0639,0.0429
0.0650,0.0460
0.0629,0.0469
0.0640,0.0470
0.0809,0.0509
0.0640,0.0380
0.0629,0.0360
0.0650,0.0399
0.0629,0.0390
0.0650,0.0420
0.0789,0.0600
0.0639,0.0460
0.0640,0.0480
0.0639,0.0329
0.0650,0.0360
0.0639,0.0369
0.0789,0.0539
0.0650,0.0420
0.0629,0.0409
0.0640,0.0450
0.0639,0.0439
0.0650,0.0469
0.0789,0.0640
0.0650,0.0520
0.0629,0.0360
0.0639,0.0390
0.0640,0.0390
0.0649,0.0429
0.0789,0.0599
0.0650,0.0449
0.0640,0.0460
0.0629,0.0480
0.0650,0.0510
0.0639,0.0529
0.0789,0.0539
0.0639,0.0389
0.0640,0.0390
0.0639,0.0419
0.0640,0.0450
0.0639,0.0449
0.0800,0.0630
0.0649,0.0499
0.0630,0.0500
0.0639,0.0510
0.0639,0.0369
0.0650,0.0399
0.0789,0.0559
0.0650,0.0450
0.0629,0.0439
0.0640,0.0460
0.0649,0.0479
0.0640,0.0490
0.0799,0.0680
0.0629,0.0520
0.0640,0.0380
0.0649,0.0419
0.0640,0.0429
0.0629,0.0429
0.0799,0.0609
0.0650,0.0469
0.0640,0.0480
0.0629,0.0490
0.0650,0.0510
0.0639,0.0529
0.0789,0.0539
0.0650,0.0410
0.0639,0.0420
0.0640,0.0450
0.0639,0.0460
0.0629,0.0460
0.0800,0.0640
0.0649,0.0509
0.0630,0.0510
0.0639,0.0520
0.0639,0.0379
0.0650,0.0420
0.0789,0.0569
0.0650,0.0439
0.0639,0.0460
0.0640,0.0480
0.0629,0.0490
0.0640,0.0500
0.0799,0.0690
0.0650,0.0530
0.0629,0.0380
0.0639,0.0409
0.0650,0.0420
0.0629,0.0429
0.0799,0.0619
0.0650,0.0469
0.0629,0.0479
0.0640,0.0499
0.0639,0.0499
0.0650,0.0529
0.0799,0.0569
0.0640,0.0420
0.0629,0.0420
0.0639,0.0439
0.0640,0.0450
0.0639,0.0469
0.0800,0.0640
0.0639,0.0490
0.0640,0.0520
0.0649,0.0549
0.0629,0.0379
0.0640,0.0399
0.0810,0.0590
0.0639,0.0450
0.0629,0.0439
0.0650,0.0480
0.0629,0.0480
0.0650,0.0510
0.0789,0.0690
0.0639,0.0539
0.0640,0.0390
0.0649,0.0419
0.0640,0.0439
0.0639,0.0460
0.0800,0.0629
0.0639,0.0479
0.0629,0.0479
0.0650,0.0520
0.0629,0.0520
0.0650,0.0390
0.0789,0.0569
0.0650,0.0420
0.0629,0.0410
0.0639,0.0449
0.0650,0.0469
0.0640,0.0490
0.0789,0.0650
0.0649,0.0509
0.0640,0.0529
0.0629,0.0529
0.0639,0.0379
0.0650,0.0420
